6.8144 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0BC85990>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0F5BF350>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
29.0637 	EXP 	text_3: autoDraw = False
29.0637 	EXP 	image: autoDraw = False
29.0637 	EXP 	image_2: autoDraw = False
29.0637 	EXP 	text: autoDraw = False
29.0637 	EXP 	text_2: autoDraw = False
29.0637 	EXP 	image: image = 'Images/rock.jpg'
29.0637 	EXP 	image_2: image = 'Images/rock_pl.jpg'
29.0637 	EXP 	text: text = 'larub'
29.0637 	EXP 	text_2: text = 'larupu'
29.0637 	EXP 	text_3: autoDraw = True
29.0637 	EXP 	image: autoDraw = True
29.0637 	EXP 	text: autoDraw = True
32.9851 	EXP 	image: autoDraw = False
32.9851 	EXP 	text: autoDraw = False
33.0019 	EXP 	image_2: autoDraw = True
33.0019 	EXP 	text_2: autoDraw = True
36.9814 	EXP 	image_2: autoDraw = False
36.9814 	EXP 	text_2: autoDraw = False
38.9808 	EXP 	New trial (rep=0, index=3): OrderedDict([('Plural', 'musapu'), ('Singular', 'musab'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/apple.jpg'), ('Picture_pl', 'Images/apple_pl.jpg')])
39.0448 	EXP 	text_3: autoDraw = False
39.0448 	EXP 	image: autoDraw = False
39.0448 	EXP 	image_2: autoDraw = False
39.0448 	EXP 	text: autoDraw = False
39.0448 	EXP 	text_2: autoDraw = False
39.0448 	EXP 	image: image = 'Images/apple.jpg'
39.0448 	EXP 	image_2: image = 'Images/apple_pl.jpg'
39.0448 	EXP 	text: text = 'musab'
39.0448 	EXP 	text_2: text = 'musapu'
39.0448 	EXP 	text_3: autoDraw = True
39.0448 	EXP 	image: autoDraw = True
39.0448 	EXP 	text: autoDraw = True
42.9934 	EXP 	image: autoDraw = False
42.9934 	EXP 	text: autoDraw = False
43.0097 	EXP 	image_2: autoDraw = True
43.0097 	EXP 	text_2: autoDraw = True
46.9884 	EXP 	image_2: autoDraw = False
46.9884 	EXP 	text_2: autoDraw = False
48.9731 	EXP 	New trial (rep=0, index=4): OrderedDict([('Plural', 'limiku'), ('Singular', 'limig'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/screwdriver.jpg'), ('Picture_pl', 'Images/screwdriver_pl.jpg')])
49.0361 	EXP 	text_3: autoDraw = False
49.0361 	EXP 	text_3: autoDraw = False
49.0361 	EXP 	image: autoDraw = False
49.0361 	EXP 	image_2: autoDraw = False
49.0361 	EXP 	text: autoDraw = False
49.0361 	EXP 	text_2: autoDraw = False
49.0361 	EXP 	image: image = 'Images/screwdriver.jpg'
49.0361 	EXP 	image_2: image = 'Images/screwdriver_pl.jpg'
49.0361 	EXP 	text: text = 'limig'
49.0361 	EXP 	text_2: text = 'limiku'
49.0361 	EXP 	text_3: autoDraw = True
49.0361 	EXP 	image: autoDraw = True
49.0361 	EXP 	text: autoDraw = True
52.9825 	EXP 	image: autoDraw = False
52.9825 	EXP 	text: autoDraw = False
52.9991 	EXP 	image_2: autoDraw = True
52.9991 	EXP 	text_2: autoDraw = True
56.9800 	EXP 	image_2: autoDraw = False
56.9800 	EXP 	text_2: autoDraw = False
57.3634 	DATA 	Mouse: wheel shift=(0,1), pos=(57,343)
58.9785 	EXP 	New trial (rep=1, index=0): OrderedDict([('Plural', 'rumutu'), ('Singular', 'rumud'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/river.jpg'), ('Picture_pl', 'Images/river_pl.jpg')])
59.0432 	EXP 	text_3: autoDraw = False
59.0432 	EXP 	image: autoDraw = False
59.0432 	EXP 	image_2: autoDraw = False
59.0432 	EXP 	text: autoDraw = False
59.0432 	EXP 	text_2: autoDraw = False
59.0432 	EXP 	image: image = 'Images/river.jpg'
59.0432 	EXP 	image_2: image = 'Images/river_pl.jpg'
59.0432 	EXP 	text: text = 'rumud'
59.0432 	EXP 	text_2: text = 'rumutu'
59.0432 	EXP 	text_3: autoDraw = True
59.0432 	EXP 	image: autoDraw = True
59.0432 	EXP 	text: autoDraw = True
62.9893 	EXP 	image: autoDraw = False
62.9893 	EXP 	text: autoDraw = False
63.0058 	EXP 	image_2: autoDraw = True
63.0058 	EXP 	text_2: autoDraw = True
66.9860 	EXP 	image_2: autoDraw = False
66.9860 	EXP 	text_2: autoDraw = False
68.9691 	EXP 	New trial (rep=1, index=1): OrderedDict([('Plural', 'larupu'), ('Singular', 'larub'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/rock.jpg'), ('Picture_pl', 'Images/rock_pl.jpg')])
69.0404 	EXP 	text_3: autoDraw = False
69.0404 	EXP 	text_3: autoDraw = False
69.0404 	EXP 	image: autoDraw = False
69.0404 	EXP 	image_2: autoDraw = False
69.0404 	EXP 	text: autoDraw = False
69.0404 	EXP 	text_2: autoDraw = False
69.0404 	EXP 	image: image = 'Images/rock.jpg'
69.0404 	EXP 	image_2: image = 'Images/rock_pl.jpg'
69.0404 	EXP 	text: text = 'larub'
69.0404 	EXP 	text_2: text = 'larupu'
69.0404 	EXP 	text_3: autoDraw = True
69.0404 	EXP 	image: autoDraw = True
69.0404 	EXP 	text: autoDraw = True
72.9813 	EXP 	image: autoDraw = False
72.9813 	EXP 	text: autoDraw = False
72.9973 	EXP 	image_2: autoDraw = True
72.9973 	EXP 	text_2: autoDraw = True
76.9768 	EXP 	image_2: autoDraw = False
76.9768 	EXP 	text_2: autoDraw = False
78.9615 	EXP 	New trial (rep=1, index=2): OrderedDict([('Plural', 'nalipu'), ('Singular', 'nalib'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/coin.jpg'), ('Picture_pl', 'Images/coin_pl.jpg')])
79.0393 	EXP 	text_3: autoDraw = False
79.0393 	EXP 	text_3: autoDraw = False
79.0393 	EXP 	image: autoDraw = False
79.0393 	EXP 	image_2: autoDraw = False
79.0393 	EXP 	text: autoDraw = False
79.0393 	EXP 	text_2: autoDraw = False
79.0393 	EXP 	image: image = 'Images/coin.jpg'
79.0393 	EXP 	image_2: image = 'Images/coin_pl.jpg'
79.0393 	EXP 	text: text = 'nalib'
79.0393 	EXP 	text_2: text = 'nalipu'
79.0393 	EXP 	text_3: autoDraw = True
79.0393 	EXP 	image: autoDraw = True
79.0393 	EXP 	text: autoDraw = True
82.9705 	EXP 	image: autoDraw = False
82.9705 	EXP 	text: autoDraw = False
82.9869 	EXP 	image_2: autoDraw = True
82.9869 	EXP 	text_2: autoDraw = True
86.9683 	EXP 	image_2: autoDraw = False
86.9683 	EXP 	text_2: autoDraw = False
88.9662 	EXP 	New trial (rep=1, index=3): OrderedDict([('Plural', 'musapu'), ('Singular', 'musab'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/apple.jpg'), ('Picture_pl', 'Images/apple_pl.jpg')])
89.0354 	EXP 	text_3: autoDraw = False
89.0354 	EXP 	text_3: autoDraw = False
89.0354 	EXP 	image: autoDraw = False
89.0354 	EXP 	image_2: autoDraw = False
89.0354 	EXP 	text: autoDraw = False
89.0354 	EXP 	text_2: autoDraw = False
89.0354 	EXP 	image: image = 'Images/apple.jpg'
89.0354 	EXP 	image_2: image = 'Images/apple_pl.jpg'
89.0354 	EXP 	text: text = 'musab'
89.0354 	EXP 	text_2: text = 'musapu'
89.0354 	EXP 	text_3: autoDraw = True
89.0354 	EXP 	image: autoDraw = True
89.0354 	EXP 	text: autoDraw = True
92.9775 	EXP 	image: autoDraw = False
92.9775 	EXP 	text: autoDraw = False
92.9949 	EXP 	image_2: autoDraw = True
92.9949 	EXP 	text_2: autoDraw = True
96.9747 	EXP 	image_2: autoDraw = False
96.9747 	EXP 	text_2: autoDraw = False
98.9565 	EXP 	New trial (rep=1, index=4): OrderedDict([('Plural', 'limiku'), ('Singular', 'limig'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Picture', 'Images/screwdriver.jpg'), ('Picture_pl', 'Images/screwdriver_pl.jpg')])
99.0087 	EXP 	text_3: autoDraw = False
99.0087 	EXP 	text_3: autoDraw = False
99.0087 	EXP 	image: autoDraw = False
99.0087 	EXP 	image_2: autoDraw = False
99.0087 	EXP 	text: autoDraw = False
99.0087 	EXP 	text_2: autoDraw = False
99.0087 	EXP 	image: image = 'Images/screwdriver.jpg'
99.0087 	EXP 	image_2: image = 'Images/screwdriver_pl.jpg'
99.0087 	EXP 	text: text = 'limig'
99.0087 	EXP 	text_2: text = 'limiku'
99.0087 	EXP 	text_3: autoDraw = True
99.0087 	EXP 	image: autoDraw = True
99.0087 	EXP 	text: autoDraw = True
102.9688 	EXP 	image: autoDraw = False
102.9688 	EXP 	text: autoDraw = False
102.9851 	EXP 	image_2: autoDraw = True
102.9851 	EXP 	text_2: autoDraw = True
106.9643 	EXP 	image_2: autoDraw = False
106.9643 	EXP 	text_2: autoDraw = False
108.9625 	EXP 	text_3: autoDraw = False
108.9625 	EXP 	text_3: autoDraw = False
108.9625 	EXP 	image: autoDraw = False
108.9625 	EXP 	image_2: autoDraw = False
108.9625 	EXP 	text: autoDraw = False
108.9625 	EXP 	text_2: autoDraw = False
108.9625 	EXP 	image_3: autoDraw = True
115.2257 	DATA 	Keypress: space
115.3071 	EXP 	Imported Lists\Prod_voicing.xlsx as conditions, 3 conditions, 7 params
115.3076 	EXP 	Created sequence: random, trialTypes=3, nReps=2, seed=None
115.3082 	EXP 	New trial (rep=0, index=0): OrderedDict([('Trigger_txt', 'larupu'), ('Target_txt', 'larub'), ('Test_cond', 0), ('New_seg', 0), ('Filler', 0), ('Target_img', 'Images/rock.jpg'), ('Trigger_img', 'Images/rock_pl.jpg')])
115.3524 	EXP 	image_3: autoDraw = False
115.3524 	EXP 	image_4: image = 'Images/rock_pl.jpg'
115.3524 	EXP 	image_5: image = 'Images/rock.jpg'
115.3524 	EXP 	text_6: text = 'larupu'
115.3524 	EXP 	text_3: alignHoriz = 'left'
115.3524 	EXP 	text_4: autoDraw = True
115.3524 	EXP 	image_4: autoDraw = True
115.3524 	EXP 	text_6: autoDraw = True
120.3179 	EXP 	text_4: autoDraw = False
120.3179 	EXP 	image_4: autoDraw = False
120.3179 	EXP 	text_6: autoDraw = False
120.3417 	EXP 	text_5: autoDraw = True
120.3417 	EXP 	image_5: autoDraw = True
120.3417 	EXP 	text_7: autoDraw = True
123.4157 	DATA 	Keypress: l
123.6147 	DATA 	Keypress: a
123.8644 	DATA 	Keypress: r
123.9811 	DATA 	Keypress: u
124.0815 	DATA 	Keypress: p
125.6628 	DATA 	Keypress: return
130.6755 	DATA 	Keypress: space
132.3406 	DATA 	Keypress: escape
132.3852 	EXP 	window1: mouseVisible = True
